lead_id,created_date,industry,company_size,enquiry_type,response_time_hours,number_of_rfqs,converted,data_source,created_month,fast_response
L003008,2026-05-27,Manufacturing,1001+,Bulk order,2.82,5,0,synthetic_demo,2026-05,1
L009933,2026-05-27,Healthcare,201-1000,Supplier request,16.32,2,1,synthetic_demo,2026-05,0
L002914,2026-05-27,Technology,51-200,Product enquiry,11.8,2,0,synthetic_demo,2026-05,0
L009743,2026-05-27,Healthcare,1-50,Product enquiry,6.97,1,0,synthetic_demo,2026-05,0
L009303,2026-05-27,Manufacturing,51-200,Price quote,3.06,1,0,synthetic_demo,2026-05,1
L008496,2026-05-27,Healthcare,201-1000,Supplier request,19.44,4,1,synthetic_demo,2026-05,0
L001553,2026-05-27,Retail,1-50,Supplier request,27.63,1,0,synthetic_demo,2026-05,0
L005904,2026-05-27,Technology,1-50,Bulk order,11.43,1,0,synthetic_demo,2026-05,0
L000552,2026-05-27,Manufacturing,51-200,Product enquiry,2.97,2,0,synthetic_demo,2026-05,1
L009609,2026-05-27,Construction,51-200,Price quote,8.03,2,0,synthetic_demo,2026-05,0
L010252,2026-05-27,Construction,201-1000,Product enquiry,6.47,3,0,synthetic_demo,2026-05,0
L000511,2026-05-27,Manufacturing,1-50,Supplier request,9.7,0,0,synthetic_demo,2026-05,0
L003649,2026-05-27,Manufacturing,51-200,Price quote,3.53,1,0,synthetic_demo,2026-05,1
L004147,2026-05-27,Manufacturing,1-50,Bulk order,7.78,1,0,synthetic_demo,2026-05,0
L011387,2026-05-27,Manufacturing,201-1000,Bulk order,3.34,1,0,synthetic_demo,2026-05,1
L004624,2026-05-27,Construction,201-1000,Product enquiry,10.6,1,0,synthetic_demo,2026-05,0
L003884,2026-05-27,Retail,201-1000,Product enquiry,2.34,4,0,synthetic_demo,2026-05,1
L006910,2026-05-28,Retail,51-200,Bulk order,7.11,0,0,synthetic_demo,2026-05,0
L011275,2026-05-28,Manufacturing,51-200,Supplier request,8.01,2,1,synthetic_demo,2026-05,0
L011201,2026-05-28,Technology,51-200,Bulk order,6.52,0,1,synthetic_demo,2026-05,0
L002092,2026-05-28,Construction,51-200,Price quote,15.55,3,0,synthetic_demo,2026-05,0
L011029,2026-05-28,Healthcare,201-1000,Product enquiry,21.32,1,0,synthetic_demo,2026-05,0
L006404,2026-05-28,Healthcare,1-50,Supplier request,11.13,5,0,synthetic_demo,2026-05,0
L004220,2026-05-28,Technology,51-200,Price quote,4.95,3,0,synthetic_demo,2026-05,1
L004265,2026-05-28,Technology,1001+,Product enquiry,4.16,7,0,synthetic_demo,2026-05,1
L003469,2026-05-28,Retail,1-50,Bulk order,19.21,3,0,synthetic_demo,2026-05,0
L011179,2026-05-28,Construction,1001+,Product enquiry,16.32,4,0,synthetic_demo,2026-05,0
L002459,2026-05-28,Retail,51-200,Product enquiry,9.11,2,0,synthetic_demo,2026-05,0
L010154,2026-05-28,Retail,201-1000,Product enquiry,11.77,1,0,synthetic_demo,2026-05,0
L002490,2026-05-28,Healthcare,1-50,Product enquiry,4.4,2,0,synthetic_demo,2026-05,1
L002774,2026-05-28,Manufacturing,1-50,Product enquiry,10.09,1,1,synthetic_demo,2026-05,0
L008345,2026-05-28,Technology,201-1000,Product enquiry,24.87,2,0,synthetic_demo,2026-05,0
L003602,2026-05-28,Manufacturing,1-50,Price quote,6.17,2,0,synthetic_demo,2026-05,0
L001036,2026-05-28,Healthcare,201-1000,Supplier request,3.47,6,1,synthetic_demo,2026-05,1
L003278,2026-05-28,Healthcare,201-1000,Product enquiry,13.1,1,1,synthetic_demo,2026-05,0
L003770,2026-05-28,Healthcare,201-1000,Product enquiry,5.91,1,0,synthetic_demo,2026-05,1
L000827,2026-05-28,Healthcare,1001+,Product enquiry,7.74,1,0,synthetic_demo,2026-05,0
L010666,2026-05-28,Healthcare,1001+,Bulk order,5.24,2,1,synthetic_demo,2026-05,1
L006122,2026-05-28,Retail,51-200,Price quote,21.48,2,0,synthetic_demo,2026-05,0
L004999,2026-05-28,Retail,1-50,Supplier request,9.24,0,0,synthetic_demo,2026-05,0
L005412,2026-05-28,Technology,1001+,Price quote,11.41,3,0,synthetic_demo,2026-05,0
L005554,2026-05-28,Manufacturing,51-200,Supplier request,2.17,0,0,synthetic_demo,2026-05,1
L008537,2026-05-28,Manufacturing,51-200,Price quote,15.95,1,0,synthetic_demo,2026-05,0
L004442,2026-05-28,Retail,1001+,Bulk order,18.51,2,1,synthetic_demo,2026-05,0
L002653,2026-05-28,Technology,51-200,Price quote,4.12,3,1,synthetic_demo,2026-05,1
L007428,2026-05-28,Manufacturing,201-1000,Bulk order,10.63,4,1,synthetic_demo,2026-05,0
L005827,2026-05-28,Technology,1-50,Bulk order,5.58,1,0,synthetic_demo,2026-05,1
L005758,2026-05-28,Healthcare,1001+,Product enquiry,10.44,3,0,synthetic_demo,2026-05,0
L010695,2026-05-28,Technology,201-1000,Bulk order,11.18,2,1,synthetic_demo,2026-05,0
L007900,2026-05-28,Retail,1-50,Bulk order,3.67,2,0,synthetic_demo,2026-05,1
L008519,2026-05-28,Healthcare,1001+,Supplier request,9.04,1,0,synthetic_demo,2026-05,0
L000969,2026-05-29,Healthcare,1-50,Price quote,7.59,1,0,synthetic_demo,2026-05,0
L003917,2026-05-29,Healthcare,201-1000,Price quote,13.71,0,0,synthetic_demo,2026-05,0
L006788,2026-05-29,Technology,1-50,Price quote,16.1,1,0,synthetic_demo,2026-05,0
L003939,2026-05-29,Healthcare,201-1000,Product enquiry,3.06,5,0,synthetic_demo,2026-05,1
L002067,2026-05-29,Healthcare,1001+,Bulk order,13.96,2,0,synthetic_demo,2026-05,0
L000311,2026-05-29,Retail,1001+,Price quote,12.01,0,0,synthetic_demo,2026-05,0
L008659,2026-05-29,Healthcare,1-50,Supplier request,8.07,2,0,synthetic_demo,2026-05,0
L005496,2026-05-29,Manufacturing,1-50,Product enquiry,42.14,2,0,synthetic_demo,2026-05,0
L010463,2026-05-29,Manufacturing,51-200,Price quote,17.23,2,0,synthetic_demo,2026-05,0
L011860,2026-05-29,Healthcare,1001+,Price quote,15.56,0,0,synthetic_demo,2026-05,0
L004699,2026-05-29,Healthcare,201-1000,Product enquiry,16.34,3,0,synthetic_demo,2026-05,0
L009641,2026-05-29,Technology,201-1000,Bulk order,2.98,3,1,synthetic_demo,2026-05,1
L008607,2026-05-29,Manufacturing,51-200,Bulk order,12.43,4,0,synthetic_demo,2026-05,0
L006503,2026-05-29,Healthcare,201-1000,Supplier request,33.44,2,0,synthetic_demo,2026-05,0
L005299,2026-05-29,Manufacturing,1-50,Price quote,1.79,3,0,synthetic_demo,2026-05,1
L005442,2026-05-29,Technology,1-50,Product enquiry,5.32,5,0,synthetic_demo,2026-05,1
L000282,2026-05-29,Manufacturing,1001+,Bulk order,10.34,1,1,synthetic_demo,2026-05,0
L010442,2026-05-29,Retail,1001+,Price quote,7.38,1,0,synthetic_demo,2026-05,0
L004189,2026-05-29,Manufacturing,1001+,Price quote,4.1,2,0,synthetic_demo,2026-05,1
L004874,2026-05-29,Healthcare,1001+,Bulk order,3.36,1,0,synthetic_demo,2026-05,1
L010714,2026-05-29,Manufacturing,51-200,Price quote,14.47,2,0,synthetic_demo,2026-05,0
L000269,2026-05-29,Manufacturing,1-50,Bulk order,30.45,2,0,synthetic_demo,2026-05,0
L003414,2026-05-29,Manufacturing,201-1000,Bulk order,2.86,2,0,synthetic_demo,2026-05,1
L002238,2026-05-29,Retail,51-200,Supplier request,19.5,0,0,synthetic_demo,2026-05,0
L011685,2026-05-29,Technology,201-1000,Supplier request,7.85,3,0,synthetic_demo,2026-05,0
L000252,2026-05-29,Construction,1-50,Price quote,14.66,1,0,synthetic_demo,2026-05,0
L003063,2026-05-29,Manufacturing,51-200,Bulk order,12.94,2,0,synthetic_demo,2026-05,0
L002945,2026-05-29,Retail,201-1000,Price quote,24.07,2,0,synthetic_demo,2026-05,0
L008059,2026-05-29,Technology,201-1000,Bulk order,2.61,0,0,synthetic_demo,2026-05,1
L011988,2026-05-29,Manufacturing,1-50,Product enquiry,8.68,2,0,synthetic_demo,2026-05,0
L003801,2026-05-29,Manufacturing,201-1000,Product enquiry,5.18,2,0,synthetic_demo,2026-05,1
L000075,2026-05-29,Manufacturing,51-200,Product enquiry,15.0,3,0,synthetic_demo,2026-05,0
L006579,2026-05-29,Construction,1001+,Product enquiry,19.06,0,0,synthetic_demo,2026-05,0
L004059,2026-05-29,Retail,201-1000,Supplier request,12.97,1,0,synthetic_demo,2026-05,0
L007177,2026-05-29,Manufacturing,201-1000,Supplier request,16.69,0,0,synthetic_demo,2026-05,0
L007223,2026-05-29,Healthcare,51-200,Bulk order,18.09,5,1,synthetic_demo,2026-05,0
L006565,2026-05-29,Retail,51-200,Bulk order,0.96,0,0,synthetic_demo,2026-05,1
L006582,2026-05-29,Healthcare,201-1000,Bulk order,7.16,2,0,synthetic_demo,2026-05,0
L002759,2026-05-29,Technology,1-50,Price quote,18.11,1,0,synthetic_demo,2026-05,0
L009780,2026-05-29,Technology,51-200,Price quote,27.05,3,0,synthetic_demo,2026-05,0
L002714,2026-05-29,Manufacturing,1-50,Price quote,19.43,2,0,synthetic_demo,2026-05,0
L008316,2026-05-29,Healthcare,51-200,Supplier request,8.45,1,0,synthetic_demo,2026-05,0
L005152,2026-05-29,Manufacturing,1-50,Price quote,15.96,1,0,synthetic_demo,2026-05,0
L007329,2026-05-29,Retail,1-50,Price quote,8.07,2,1,synthetic_demo,2026-05,0
L007253,2026-05-29,Construction,51-200,Product enquiry,3.33,5,0,synthetic_demo,2026-05,1
L002428,2026-05-30,Technology,1-50,Bulk order,18.63,2,0,synthetic_demo,2026-05,0
L007686,2026-05-30,Technology,1-50,Bulk order,8.61,1,0,synthetic_demo,2026-05,0
L003377,2026-05-30,Manufacturing,1001+,Bulk order,4.55,5,0,synthetic_demo,2026-05,1
L003262,2026-05-30,Technology,1001+,Bulk order,23.71,4,0,synthetic_demo,2026-05,0
L005491,2026-05-30,Retail,201-1000,Supplier request,18.25,1,0,synthetic_demo,2026-05,0
L001239,2026-05-30,Manufacturing,1-50,Supplier request,4.48,3,0,synthetic_demo,2026-05,1
L008993,2026-05-30,Manufacturing,1-50,Price quote,12.76,3,1,synthetic_demo,2026-05,0
L005911,2026-05-30,Construction,201-1000,Product enquiry,26.64,2,0,synthetic_demo,2026-05,0
L010563,2026-05-30,Technology,51-200,Supplier request,13.31,2,0,synthetic_demo,2026-05,0
L009367,2026-05-30,Technology,51-200,Supplier request,4.63,5,0,synthetic_demo,2026-05,1
L007126,2026-05-30,Construction,201-1000,Bulk order,5.25,1,0,synthetic_demo,2026-05,1
L000467,2026-05-30,Healthcare,1-50,Product enquiry,5.15,1,0,synthetic_demo,2026-05,1
L005145,2026-05-30,Retail,201-1000,Supplier request,20.99,1,0,synthetic_demo,2026-05,0
L007913,2026-05-30,Retail,1-50,Price quote,1.66,4,1,synthetic_demo,2026-05,1
L003154,2026-05-30,Manufacturing,1-50,Bulk order,6.37,1,1,synthetic_demo,2026-05,0
L009550,2026-05-30,Manufacturing,51-200,Price quote,11.05,1,1,synthetic_demo,2026-05,0
L011129,2026-05-30,Manufacturing,1-50,Product enquiry,14.62,2,0,synthetic_demo,2026-05,0
L004577,2026-05-30,Technology,1-50,Supplier request,17.42,3,0,synthetic_demo,2026-05,0
L005283,2026-05-30,Construction,1001+,Bulk order,15.46,3,1,synthetic_demo,2026-05,0
L002315,2026-05-30,Retail,1001+,Bulk order,21.41,0,0,synthetic_demo,2026-05,0
L009487,2026-05-30,Healthcare,201-1000,Product enquiry,6.2,1,0,synthetic_demo,2026-05,0
L007504,2026-05-30,Retail,1001+,Supplier request,21.51,1,0,synthetic_demo,2026-05,0
L007485,2026-05-30,Retail,51-200,Price quote,15.87,5,0,synthetic_demo,2026-05,0
L003555,2026-05-30,Retail,201-1000,Bulk order,12.62,1,0,synthetic_demo,2026-05,0
L004694,2026-05-30,Construction,1-50,Product enquiry,19.72,4,0,synthetic_demo,2026-05,0
L007398,2026-05-30,Retail,1-50,Product enquiry,6.19,4,0,synthetic_demo,2026-05,0
L003342,2026-05-30,Technology,1001+,Price quote,6.45,1,0,synthetic_demo,2026-05,0
L000195,2026-05-30,Manufacturing,1-50,Bulk order,9.94,1,0,synthetic_demo,2026-05,0
L003603,2026-05-30,Healthcare,201-1000,Supplier request,5.19,2,0,synthetic_demo,2026-05,1
L001307,2026-05-30,Healthcare,1001+,Price quote,18.37,0,0,synthetic_demo,2026-05,0
L008233,2026-05-30,Construction,201-1000,Bulk order,10.69,0,1,synthetic_demo,2026-05,0
L005634,2026-05-30,Manufacturing,1001+,Supplier request,2.58,0,0,synthetic_demo,2026-05,1
L004736,2026-05-30,Technology,1001+,Product enquiry,9.08,4,1,synthetic_demo,2026-05,0
L005380,2026-05-30,Technology,51-200,Bulk order,5.04,2,0,synthetic_demo,2026-05,1
L010808,2026-05-30,Retail,1001+,Bulk order,9.56,3,0,synthetic_demo,2026-05,0
L005732,2026-05-30,Construction,1-50,Product enquiry,11.69,2,0,synthetic_demo,2026-05,0
L006835,2026-05-30,Retail,1-50,Price quote,9.34,1,0,synthetic_demo,2026-05,0
L003923,2026-05-31,Retail,1-50,Price quote,7.88,4,0,synthetic_demo,2026-05,0
L009174,2026-05-31,Manufacturing,1001+,Price quote,1.04,2,0,synthetic_demo,2026-05,1
L007124,2026-05-31,Construction,1-50,Product enquiry,14.01,3,0,synthetic_demo,2026-05,0
L009693,2026-05-31,Technology,201-1000,Price quote,2.08,5,1,synthetic_demo,2026-05,1
L004066,2026-05-31,Technology,1001+,Price quote,24.34,0,0,synthetic_demo,2026-05,0
L010982,2026-05-31,Retail,201-1000,Price quote,15.05,1,1,synthetic_demo,2026-05,0
L003061,2026-05-31,Healthcare,1-50,Price quote,13.13,2,0,synthetic_demo,2026-05,0
L002537,2026-05-31,Technology,51-200,Price quote,8.77,1,0,synthetic_demo,2026-05,0
L004593,2026-05-31,Technology,1-50,Supplier request,3.81,1,0,synthetic_demo,2026-05,1
L002835,2026-05-31,Technology,1001+,Product enquiry,5.77,1,0,synthetic_demo,2026-05,1
L006650,2026-05-31,Retail,1-50,Bulk order,18.94,6,0,synthetic_demo,2026-05,0
L002583,2026-05-31,Manufacturing,51-200,Product enquiry,5.58,2,0,synthetic_demo,2026-05,1
L003334,2026-05-31,Manufacturing,51-200,Price quote,4.95,1,0,synthetic_demo,2026-05,1
L002603,2026-05-31,Retail,51-200,Price quote,29.58,3,0,synthetic_demo,2026-05,0
L000909,2026-05-31,Manufacturing,51-200,Product enquiry,13.22,4,0,synthetic_demo,2026-05,0
L001917,2026-05-31,Technology,1-50,Supplier request,13.68,2,0,synthetic_demo,2026-05,0
L006901,2026-05-31,Retail,201-1000,Bulk order,10.35,0,0,synthetic_demo,2026-05,0
L010665,2026-05-31,Manufacturing,1-50,Bulk order,19.56,4,0,synthetic_demo,2026-05,0
L011655,2026-05-31,Manufacturing,201-1000,Supplier request,4.77,2,0,synthetic_demo,2026-05,1
L007337,2026-05-31,Healthcare,201-1000,Product enquiry,12.91,1,0,synthetic_demo,2026-05,0
L006439,2026-05-31,Construction,1-50,Price quote,16.59,1,0,synthetic_demo,2026-05,0
L010052,2026-05-31,Manufacturing,51-200,Price quote,3.35,3,0,synthetic_demo,2026-05,1
L001906,2026-05-31,Retail,1001+,Supplier request,0.35,2,1,synthetic_demo,2026-05,1
L006604,2026-05-31,Manufacturing,201-1000,Product enquiry,27.62,2,0,synthetic_demo,2026-05,0
L011554,2026-05-31,Manufacturing,51-200,Product enquiry,12.25,4,0,synthetic_demo,2026-05,0
L009505,2026-05-31,Healthcare,51-200,Price quote,7.65,3,0,synthetic_demo,2026-05,0
L003294,2026-05-31,Healthcare,51-200,Bulk order,7.58,6,0,synthetic_demo,2026-05,0
L004862,2026-05-31,Construction,1001+,Bulk order,7.88,2,0,synthetic_demo,2026-05,0
L008526,2026-05-31,Technology,201-1000,Product enquiry,15.98,6,0,synthetic_demo,2026-05,0
L011211,2026-05-31,Healthcare,51-200,Price quote,6.75,2,1,synthetic_demo,2026-05,0
L004396,2026-05-31,Retail,1-50,Supplier request,12.79,0,0,synthetic_demo,2026-05,0
L004429,2026-05-31,Manufacturing,1-50,Price quote,3.94,5,1,synthetic_demo,2026-05,1
L011265,2026-05-31,Manufacturing,1-50,Supplier request,14.01,3,0,synthetic_demo,2026-05,0
L000085,2026-06-01,Manufacturing,1001+,Bulk order,4.06,2,1,synthetic_demo,2026-06,1
L006443,2026-06-01,Technology,1-50,Product enquiry,4.35,5,0,synthetic_demo,2026-06,1
L002134,2026-06-01,Construction,51-200,Price quote,7.39,0,0,synthetic_demo,2026-06,0
L006072,2026-06-01,Manufacturing,1001+,Product enquiry,22.66,5,0,synthetic_demo,2026-06,0
L004348,2026-06-01,Construction,201-1000,Bulk order,8.14,2,0,synthetic_demo,2026-06,0
L002399,2026-06-01,Manufacturing,1-50,Price quote,8.66,2,1,synthetic_demo,2026-06,0
L001235,2026-06-01,Manufacturing,201-1000,Product enquiry,9.51,3,0,synthetic_demo,2026-06,0
L007315,2026-06-01,Retail,51-200,Bulk order,5.27,4,0,synthetic_demo,2026-06,1
L004025,2026-06-01,Technology,1001+,Product enquiry,2.71,3,0,synthetic_demo,2026-06,1
L002374,2026-06-01,Manufacturing,1-50,Price quote,8.65,1,0,synthetic_demo,2026-06,0
L003547,2026-06-01,Retail,51-200,Bulk order,3.62,1,0,synthetic_demo,2026-06,1
L006771,2026-06-01,Retail,51-200,Product enquiry,8.31,1,0,synthetic_demo,2026-06,0
L010775,2026-06-01,Manufacturing,51-200,Price quote,0.61,3,0,synthetic_demo,2026-06,1
L009315,2026-06-01,Manufacturing,201-1000,Price quote,3.34,3,0,synthetic_demo,2026-06,1
L000859,2026-06-01,Retail,201-1000,Supplier request,8.35,3,0,synthetic_demo,2026-06,0
L003335,2026-06-01,Retail,1-50,Price quote,5.19,3,0,synthetic_demo,2026-06,1
L002916,2026-06-01,Manufacturing,1-50,Bulk order,16.61,4,1,synthetic_demo,2026-06,0
L005285,2026-06-01,Manufacturing,1001+,Supplier request,12.8,0,0,synthetic_demo,2026-06,0
L006157,2026-06-01,Retail,201-1000,Product enquiry,3.71,3,0,synthetic_demo,2026-06,1
L000765,2026-06-01,Construction,51-200,Bulk order,13.59,1,0,synthetic_demo,2026-06,0
L000607,2026-06-01,Construction,201-1000,Price quote,8.68,5,1,synthetic_demo,2026-06,0
L005880,2026-06-01,Retail,51-200,Product enquiry,9.35,2,0,synthetic_demo,2026-06,0
L002655,2026-06-01,Retail,1-50,Price quote,9.9,2,0,synthetic_demo,2026-06,0
L009963,2026-06-01,Manufacturing,1-50,Bulk order,12.28,2,0,synthetic_demo,2026-06,0
L011350,2026-06-01,Construction,1-50,Product enquiry,28.7,3,0,synthetic_demo,2026-06,0
L001570,2026-06-01,Healthcare,1001+,Product enquiry,12.96,2,0,synthetic_demo,2026-06,0
L008306,2026-06-01,Manufacturing,51-200,Supplier request,8.97,0,0,synthetic_demo,2026-06,0
L005099,2026-06-01,Technology,201-1000,Price quote,9.92,1,0,synthetic_demo,2026-06,0
L000784,2026-06-01,Healthcare,51-200,Bulk order,6.74,2,0,synthetic_demo,2026-06,0
L002405,2026-06-01,Technology,1001+,Price quote,10.78,0,0,synthetic_demo,2026-06,0
L005553,2026-06-02,Retail,51-200,Product enquiry,5.51,3,0,synthetic_demo,2026-06,1
L005064,2026-06-02,Manufacturing,51-200,Product enquiry,15.74,3,0,synthetic_demo,2026-06,0
L002817,2026-06-02,Retail,201-1000,Bulk order,6.73,3,0,synthetic_demo,2026-06,0
L003355,2026-06-02,Healthcare,1-50,Price quote,15.28,2,0,synthetic_demo,2026-06,0
L010668,2026-06-02,Manufacturing,201-1000,Bulk order,24.29,1,0,synthetic_demo,2026-06,0
L005745,2026-06-02,Technology,51-200,Bulk order,3.26,5,1,synthetic_demo,2026-06,1
L002229,2026-06-02,Manufacturing,201-1000,Product enquiry,9.0,0,0,synthetic_demo,2026-06,0
L005832,2026-06-02,Retail,1-50,Price quote,3.39,3,0,synthetic_demo,2026-06,1
L003085,2026-06-02,Technology,51-200,Bulk order,0.87,3,0,synthetic_demo,2026-06,1
L009371,2026-06-02,Construction,51-200,Supplier request,5.93,2,0,synthetic_demo,2026-06,1
L010978,2026-06-02,Manufacturing,51-200,Product enquiry,9.36,1,0,synthetic_demo,2026-06,0
L006009,2026-06-02,Technology,1-50,Bulk order,4.58,3,0,synthetic_demo,2026-06,1
L006993,2026-06-02,Construction,51-200,Bulk order,23.92,5,0,synthetic_demo,2026-06,0
L006694,2026-06-02,Technology,51-200,Product enquiry,10.03,1,0,synthetic_demo,2026-06,0
L001332,2026-06-02,Healthcare,51-200,Bulk order,2.72,2,1,synthetic_demo,2026-06,1
L004278,2026-06-02,Construction,1001+,Price quote,3.76,3,0,synthetic_demo,2026-06,1
L000649,2026-06-02,Technology,1-50,Supplier request,4.59,3,1,synthetic_demo,2026-06,1
L010553,2026-06-02,Construction,51-200,Supplier request,21.37,2,0,synthetic_demo,2026-06,0
L004558,2026-06-02,Technology,51-200,Bulk order,3.68,3,1,synthetic_demo,2026-06,1
L005465,2026-06-02,Manufacturing,201-1000,Supplier request,7.4,0,1,synthetic_demo,2026-06,0
L010385,2026-06-02,Technology,1001+,Bulk order,16.21,1,0,synthetic_demo,2026-06,0
L011122,2026-06-02,Healthcare,51-200,Price quote,6.83,1,0,synthetic_demo,2026-06,0
L006634,2026-06-02,Healthcare,1-50,Bulk order,14.11,1,0,synthetic_demo,2026-06,0
L005436,2026-06-02,Manufacturing,201-1000,Price quote,18.94,2,1,synthetic_demo,2026-06,0
L008403,2026-06-02,Healthcare,1-50,Price quote,17.38,2,0,synthetic_demo,2026-06,0
L007685,2026-06-02,Manufacturing,51-200,Bulk order,5.75,3,0,synthetic_demo,2026-06,1
L007260,2026-06-02,Manufacturing,1-50,Bulk order,9.3,2,0,synthetic_demo,2026-06,0
L005179,2026-06-02,Healthcare,201-1000,Price quote,15.26,1,0,synthetic_demo,2026-06,0
L011980,2026-06-02,Construction,201-1000,Price quote,5.69,2,1,synthetic_demo,2026-06,1
L006873,2026-06-02,Retail,201-1000,Supplier request,8.01,2,1,synthetic_demo,2026-06,0
L006987,2026-06-02,Healthcare,1-50,Bulk order,9.67,3,0,synthetic_demo,2026-06,0
L004484,2026-06-02,Manufacturing,1-50,Product enquiry,6.03,1,0,synthetic_demo,2026-06,0
L006845,2026-06-02,Healthcare,51-200,Price quote,6.49,2,0,synthetic_demo,2026-06,0
L000397,2026-06-03,Technology,1-50,Product enquiry,2.16,1,0,synthetic_demo,2026-06,1
L009861,2026-06-03,Manufacturing,201-1000,Product enquiry,6.6,0,0,synthetic_demo,2026-06,0
L007806,2026-06-03,Technology,201-1000,Product enquiry,3.01,3,1,synthetic_demo,2026-06,1
L004947,2026-06-03,Healthcare,1001+,Product enquiry,5.25,1,1,synthetic_demo,2026-06,1
L000597,2026-06-03,Technology,1001+,Supplier request,10.42,2,0,synthetic_demo,2026-06,0
L010516,2026-06-03,Manufacturing,1-50,Product enquiry,5.06,1,0,synthetic_demo,2026-06,1
L004486,2026-06-03,Retail,1001+,Bulk order,10.33,1,0,synthetic_demo,2026-06,0
L010300,2026-06-03,Construction,51-200,Product enquiry,11.28,2,0,synthetic_demo,2026-06,0
L002898,2026-06-03,Manufacturing,1-50,Product enquiry,12.9,3,0,synthetic_demo,2026-06,0
L000590,2026-06-03,Manufacturing,201-1000,Bulk order,5.13,1,1,synthetic_demo,2026-06,1
L005097,2026-06-03,Technology,51-200,Product enquiry,4.97,1,0,synthetic_demo,2026-06,1
L003701,2026-06-03,Construction,1001+,Price quote,1.33,1,0,synthetic_demo,2026-06,1
L003248,2026-06-03,Technology,1-50,Bulk order,10.9,4,0,synthetic_demo,2026-06,0
L008691,2026-06-03,Healthcare,1001+,Product enquiry,32.66,0,0,synthetic_demo,2026-06,0
L009034,2026-06-03,Construction,201-1000,Price quote,11.88,1,0,synthetic_demo,2026-06,0
L003768,2026-06-03,Retail,201-1000,Supplier request,6.31,1,0,synthetic_demo,2026-06,0
L008263,2026-06-03,Technology,1-50,Price quote,1.32,3,0,synthetic_demo,2026-06,1
L006044,2026-06-03,Construction,1-50,Product enquiry,6.34,1,0,synthetic_demo,2026-06,0
L009876,2026-06-03,Retail,1001+,Price quote,34.72,0,0,synthetic_demo,2026-06,0
L011676,2026-06-03,Manufacturing,201-1000,Bulk order,3.52,2,1,synthetic_demo,2026-06,1
L001419,2026-06-03,Construction,1-50,Bulk order,3.21,2,0,synthetic_demo,2026-06,1
L007595,2026-06-03,Healthcare,51-200,Product enquiry,12.1,3,0,synthetic_demo,2026-06,0
L000792,2026-06-03,Retail,1-50,Price quote,4.33,5,0,synthetic_demo,2026-06,1
L010895,2026-06-03,Technology,51-200,Product enquiry,11.9,3,1,synthetic_demo,2026-06,0
L010265,2026-06-03,Retail,201-1000,Product enquiry,11.28,2,0,synthetic_demo,2026-06,0
L011700,2026-06-03,Technology,51-200,Supplier request,3.7,1,0,synthetic_demo,2026-06,1
L007352,2026-06-03,Manufacturing,1-50,Supplier request,1.18,1,0,synthetic_demo,2026-06,1
L004057,2026-06-04,Retail,1001+,Product enquiry,13.73,1,1,synthetic_demo,2026-06,0
L009789,2026-06-04,Manufacturing,201-1000,Bulk order,10.35,4,1,synthetic_demo,2026-06,0
L002910,2026-06-04,Healthcare,201-1000,Price quote,16.78,3,0,synthetic_demo,2026-06,0
L011250,2026-06-04,Healthcare,201-1000,Price quote,4.7,3,0,synthetic_demo,2026-06,1
L011507,2026-06-04,Retail,201-1000,Product enquiry,14.87,6,0,synthetic_demo,2026-06,0
L006842,2026-06-04,Construction,51-200,Product enquiry,27.29,2,0,synthetic_demo,2026-06,0
L009858,2026-06-04,Healthcare,1-50,Bulk order,14.31,0,0,synthetic_demo,2026-06,0
L008885,2026-06-04,Healthcare,201-1000,Bulk order,23.8,0,0,synthetic_demo,2026-06,0
L005711,2026-06-04,Technology,1001+,Supplier request,12.7,2,0,synthetic_demo,2026-06,0
L008879,2026-06-04,Manufacturing,201-1000,Price quote,17.7,2,0,synthetic_demo,2026-06,0
L001463,2026-06-04,Manufacturing,51-200,Product enquiry,13.3,0,0,synthetic_demo,2026-06,0
L001243,2026-06-04,Retail,1001+,Product enquiry,7.8,1,0,synthetic_demo,2026-06,0
L005902,2026-06-04,Manufacturing,51-200,Price quote,13.94,5,0,synthetic_demo,2026-06,0
L009220,2026-06-04,Manufacturing,51-200,Price quote,15.11,2,0,synthetic_demo,2026-06,0
L002356,2026-06-04,Technology,201-1000,Bulk order,3.92,1,0,synthetic_demo,2026-06,1
L009078,2026-06-04,Technology,1-50,Price quote,3.3,2,0,synthetic_demo,2026-06,1
L000968,2026-06-04,Manufacturing,1-50,Price quote,11.03,1,0,synthetic_demo,2026-06,0
L001384,2026-06-04,Construction,1-50,Product enquiry,8.09,4,0,synthetic_demo,2026-06,0
L011849,2026-06-04,Manufacturing,51-200,Product enquiry,15.76,1,0,synthetic_demo,2026-06,0
L009610,2026-06-04,Retail,51-200,Product enquiry,6.32,4,1,synthetic_demo,2026-06,0
L009407,2026-06-04,Retail,51-200,Price quote,10.21,2,1,synthetic_demo,2026-06,0
L011768,2026-06-04,Technology,1-50,Product enquiry,6.35,0,1,synthetic_demo,2026-06,0
L000259,2026-06-04,Manufacturing,51-200,Product enquiry,18.34,2,0,synthetic_demo,2026-06,0
L007047,2026-06-04,Retail,51-200,Product enquiry,16.27,2,0,synthetic_demo,2026-06,0
L007213,2026-06-04,Technology,1001+,Price quote,12.95,0,0,synthetic_demo,2026-06,0
