lead_id,created_date,industry,company_size,enquiry_type,response_time_hours,number_of_rfqs,converted,data_source
L009622,2026-05-11,Technology,1-50,Price quote,16.4,3,0,synthetic_demo
L003817,2026-05-11,Retail,51-200,Bulk order,9.26,2,0,synthetic_demo
L009659,2026-05-11,Construction,201-1000,Supplier request,4.25,1,0,synthetic_demo
L003562,2026-05-11,Healthcare,1001+,Product enquiry,9.23,5,0,synthetic_demo
L001841,2026-05-12,Manufacturing,1-50,Supplier request,5.22,1,1,synthetic_demo
L007016,2026-05-12,Construction,51-200,Product enquiry,12.13,1,0,synthetic_demo
L006665,2026-05-12,Manufacturing,51-200,Bulk order,4.18,1,0,synthetic_demo
L001266,2026-05-12,Technology,51-200,Price quote,16.81,4,0,synthetic_demo
L001273,2026-05-12,Retail,1001+,Price quote,3.46,0,1,synthetic_demo
L003213,2026-05-12,Technology,201-1000,Bulk order,0.44,1,0,synthetic_demo
L005851,2026-05-12,Construction,51-200,Product enquiry,16.79,3,0,synthetic_demo
L009645,2026-05-12,Construction,1-50,Bulk order,6.74,0,0,synthetic_demo
L010990,2026-05-12,Construction,51-200,Price quote,4.98,2,0,synthetic_demo
L008906,2026-05-12,Manufacturing,1-50,Supplier request,17.79,2,0,synthetic_demo
L010689,2026-05-12,Retail,1-50,Product enquiry,4.3,3,0,synthetic_demo
L002505,2026-05-12,Retail,201-1000,Supplier request,17.92,3,0,synthetic_demo
L006471,2026-05-12,Retail,51-200,Product enquiry,2.6,1,0,synthetic_demo
L005670,2026-05-12,Technology,201-1000,Price quote,6.62,4,0,synthetic_demo
L011995,2026-05-12,Manufacturing,1001+,Product enquiry,10.55,0,0,synthetic_demo
L002484,2026-05-12,Retail,1-50,Product enquiry,18.38,3,0,synthetic_demo
L001351,2026-05-12,Technology,201-1000,Product enquiry,32.06,4,0,synthetic_demo
L008884,2026-05-12,Manufacturing,1-50,Bulk order,15.25,2,0,synthetic_demo
L002904,2026-05-12,Construction,51-200,Product enquiry,24.99,1,0,synthetic_demo
L009437,2026-05-12,Retail,51-200,Price quote,6.45,2,1,synthetic_demo
L007602,2026-05-12,Construction,1001+,Product enquiry,7.86,3,1,synthetic_demo
L006356,2026-05-12,Healthcare,1-50,Bulk order,11.03,3,0,synthetic_demo
L011178,2026-05-12,Technology,51-200,Price quote,11.13,3,0,synthetic_demo
L004022,2026-05-12,Manufacturing,201-1000,Bulk order,4.17,3,1,synthetic_demo
L006086,2026-05-12,Technology,1-50,Product enquiry,31.15,3,0,synthetic_demo
L007933,2026-05-12,Manufacturing,1-50,Product enquiry,23.72,4,0,synthetic_demo
L005364,2026-05-12,Construction,1-50,Price quote,2.04,3,0,synthetic_demo
L010096,2026-05-12,Technology,51-200,Product enquiry,3.73,1,0,synthetic_demo
L007530,2026-05-12,Manufacturing,201-1000,Price quote,8.87,2,0,synthetic_demo
L001092,2026-05-12,Healthcare,201-1000,Product enquiry,17.52,2,0,synthetic_demo
L011456,2026-05-12,Manufacturing,51-200,Price quote,24.11,1,0,synthetic_demo
L009927,2026-05-12,Technology,51-200,Bulk order,8.4,1,1,synthetic_demo
L007703,2026-05-12,Healthcare,201-1000,Product enquiry,35.15,1,0,synthetic_demo
L003259,2026-05-12,Healthcare,1-50,Price quote,6.0,2,0,synthetic_demo
L008534,2026-05-12,Construction,51-200,Product enquiry,20.16,2,1,synthetic_demo
L007514,2026-05-12,Technology,201-1000,Product enquiry,5.96,1,0,synthetic_demo
L000674,2026-05-12,Technology,51-200,Price quote,8.25,1,0,synthetic_demo
L000652,2026-05-12,Construction,201-1000,Price quote,7.78,3,0,synthetic_demo
L010174,2026-05-12,Manufacturing,1-50,Product enquiry,7.53,1,0,synthetic_demo
L004412,2026-05-12,Manufacturing,201-1000,Bulk order,29.21,2,0,synthetic_demo
L003936,2026-05-12,Manufacturing,1-50,Bulk order,12.87,3,0,synthetic_demo
L001400,2026-05-13,Retail,1-50,Supplier request,12.72,2,0,synthetic_demo
L010166,2026-05-13,Construction,51-200,Bulk order,8.26,2,0,synthetic_demo
L011792,2026-05-13,Healthcare,1-50,Supplier request,9.74,2,0,synthetic_demo
L004996,2026-05-13,Manufacturing,1-50,Bulk order,18.13,1,0,synthetic_demo
L011773,2026-05-13,Retail,51-200,Product enquiry,16.82,4,0,synthetic_demo
L006415,2026-05-13,Healthcare,1-50,Price quote,23.16,3,1,synthetic_demo
L008837,2026-05-13,Healthcare,201-1000,Product enquiry,7.44,1,0,synthetic_demo
L008498,2026-05-13,Construction,201-1000,Product enquiry,4.1,2,1,synthetic_demo
L001561,2026-05-13,Construction,1-50,Bulk order,6.4,2,0,synthetic_demo
L010461,2026-05-13,Construction,201-1000,Supplier request,6.22,0,0,synthetic_demo
L011746,2026-05-13,Construction,201-1000,Bulk order,7.1,1,1,synthetic_demo
L003346,2026-05-13,Technology,1001+,Price quote,8.81,4,1,synthetic_demo
L002586,2026-05-13,Retail,51-200,Price quote,10.9,0,0,synthetic_demo
L002344,2026-05-13,Retail,51-200,Supplier request,9.51,1,0,synthetic_demo
L009844,2026-05-13,Healthcare,201-1000,Supplier request,7.29,3,0,synthetic_demo
L006924,2026-05-13,Healthcare,1-50,Supplier request,9.11,1,0,synthetic_demo
L002322,2026-05-13,Manufacturing,201-1000,Bulk order,3.12,2,0,synthetic_demo
L004811,2026-05-13,Healthcare,1001+,Product enquiry,8.31,2,0,synthetic_demo
L006680,2026-05-13,Retail,201-1000,Bulk order,12.27,1,0,synthetic_demo
L006186,2026-05-13,Technology,1-50,Bulk order,8.05,2,0,synthetic_demo
L004729,2026-05-13,Healthcare,1001+,Price quote,16.85,6,0,synthetic_demo
L003804,2026-05-13,Manufacturing,1001+,Bulk order,5.7,2,1,synthetic_demo
L002402,2026-05-13,Technology,1-50,Price quote,4.46,0,0,synthetic_demo
L004103,2026-05-13,Healthcare,51-200,Price quote,7.73,1,0,synthetic_demo
L006301,2026-05-13,Manufacturing,201-1000,Price quote,13.59,2,0,synthetic_demo
L002057,2026-05-13,Construction,51-200,Price quote,9.92,3,1,synthetic_demo
L001318,2026-05-14,Manufacturing,51-200,Product enquiry,10.45,1,0,synthetic_demo
L007625,2026-05-14,Retail,1-50,Supplier request,5.58,3,0,synthetic_demo
L008474,2026-05-14,Manufacturing,1001+,Price quote,17.48,0,0,synthetic_demo
L006670,2026-05-14,Technology,51-200,Supplier request,17.89,3,0,synthetic_demo
L002571,2026-05-14,Manufacturing,1001+,Bulk order,21.82,0,0,synthetic_demo
L004764,2026-05-14,Healthcare,1-50,Price quote,7.61,7,0,synthetic_demo
L003890,2026-05-14,Manufacturing,1-50,Bulk order,7.82,3,0,synthetic_demo
L004567,2026-05-14,Technology,1-50,Price quote,7.59,1,0,synthetic_demo
L006884,2026-05-14,Technology,51-200,Product enquiry,21.92,3,0,synthetic_demo
L006799,2026-05-14,Healthcare,1001+,Supplier request,7.99,4,1,synthetic_demo
L005036,2026-05-14,Manufacturing,201-1000,Bulk order,1.19,1,0,synthetic_demo
L008385,2026-05-14,Manufacturing,51-200,Price quote,33.47,2,0,synthetic_demo
L010087,2026-05-14,Technology,51-200,Price quote,15.32,3,0,synthetic_demo
L003295,2026-05-14,Retail,1001+,Supplier request,12.23,0,0,synthetic_demo
L010655,2026-05-14,Retail,201-1000,Bulk order,7.42,1,0,synthetic_demo
L009125,2026-05-14,Construction,1001+,Bulk order,13.55,5,1,synthetic_demo
L007004,2026-05-14,Healthcare,1-50,Supplier request,13.54,1,0,synthetic_demo
L001376,2026-05-14,Manufacturing,1001+,Bulk order,34.8,4,0,synthetic_demo
L010493,2026-05-14,Construction,201-1000,Supplier request,6.79,1,0,synthetic_demo
L001966,2026-05-14,Manufacturing,1001+,Price quote,12.6,3,1,synthetic_demo
L003793,2026-05-14,Manufacturing,1001+,Product enquiry,9.29,0,0,synthetic_demo
L004543,2026-05-14,Construction,51-200,Price quote,11.82,0,0,synthetic_demo
L009312,2026-05-14,Healthcare,1001+,Price quote,7.05,1,0,synthetic_demo
L008692,2026-05-14,Retail,1-50,Price quote,7.52,2,0,synthetic_demo
L007893,2026-05-14,Manufacturing,201-1000,Bulk order,5.68,4,0,synthetic_demo
L003027,2026-05-14,Manufacturing,1-50,Price quote,10.14,1,0,synthetic_demo
L011500,2026-05-14,Retail,201-1000,Bulk order,4.42,3,0,synthetic_demo
L009245,2026-05-14,Retail,51-200,Supplier request,15.88,2,0,synthetic_demo
L007589,2026-05-15,Healthcare,51-200,Bulk order,5.42,1,1,synthetic_demo
L005269,2026-05-15,Construction,201-1000,Price quote,16.96,0,0,synthetic_demo
L000297,2026-05-15,Construction,1001+,Supplier request,5.15,1,0,synthetic_demo
L010382,2026-05-15,Healthcare,1-50,Price quote,5.78,1,0,synthetic_demo
L009025,2026-05-15,Technology,51-200,Price quote,13.68,3,0,synthetic_demo
L004070,2026-05-15,Manufacturing,1-50,Price quote,0.34,2,0,synthetic_demo
L007582,2026-05-15,Technology,51-200,Bulk order,16.82,4,0,synthetic_demo
L004629,2026-05-15,Manufacturing,1-50,Product enquiry,11.96,0,0,synthetic_demo
L004023,2026-05-15,Retail,1001+,Product enquiry,1.09,1,0,synthetic_demo
L001972,2026-05-15,Construction,1-50,Product enquiry,10.23,5,1,synthetic_demo
L003967,2026-05-15,Healthcare,51-200,Product enquiry,8.89,1,0,synthetic_demo
L003012,2026-05-15,Construction,51-200,Product enquiry,28.88,0,0,synthetic_demo
L011108,2026-05-15,Retail,1-50,Supplier request,10.38,1,0,synthetic_demo
L008535,2026-05-15,Technology,51-200,Product enquiry,9.88,2,0,synthetic_demo
L006954,2026-05-15,Healthcare,1-50,Price quote,6.85,2,0,synthetic_demo
L007379,2026-05-15,Retail,201-1000,Supplier request,15.42,1,0,synthetic_demo
L000530,2026-05-15,Retail,1-50,Price quote,16.27,4,0,synthetic_demo
L000090,2026-05-15,Healthcare,51-200,Product enquiry,12.91,6,1,synthetic_demo
L011082,2026-05-15,Technology,51-200,Bulk order,26.89,2,0,synthetic_demo
L005707,2026-05-15,Construction,51-200,Price quote,12.05,3,0,synthetic_demo
L008725,2026-05-15,Healthcare,51-200,Product enquiry,13.58,5,0,synthetic_demo
L006601,2026-05-15,Manufacturing,1001+,Product enquiry,32.73,3,0,synthetic_demo
L010739,2026-05-15,Technology,1-50,Bulk order,15.99,1,0,synthetic_demo
L008033,2026-05-15,Healthcare,201-1000,Bulk order,16.53,2,1,synthetic_demo
L008932,2026-05-15,Retail,1001+,Price quote,8.25,1,1,synthetic_demo
L000066,2026-05-15,Healthcare,51-200,Price quote,11.56,2,0,synthetic_demo
L002866,2026-05-15,Manufacturing,1-50,Supplier request,3.33,3,1,synthetic_demo
L006870,2026-05-15,Healthcare,1-50,Supplier request,9.4,1,0,synthetic_demo
L003068,2026-05-15,Manufacturing,201-1000,Price quote,12.04,3,1,synthetic_demo
L003628,2026-05-15,Technology,201-1000,Price quote,8.72,1,0,synthetic_demo
L006833,2026-05-15,Manufacturing,201-1000,Supplier request,30.74,2,1,synthetic_demo
L005926,2026-05-15,Manufacturing,51-200,Supplier request,0.73,2,0,synthetic_demo
L011247,2026-05-16,Manufacturing,201-1000,Product enquiry,12.0,2,0,synthetic_demo
L011058,2026-05-16,Manufacturing,51-200,Product enquiry,34.71,0,0,synthetic_demo
L003127,2026-05-16,Healthcare,201-1000,Price quote,3.65,3,1,synthetic_demo
L008354,2026-05-16,Manufacturing,1-50,Price quote,3.34,1,0,synthetic_demo
L007142,2026-05-16,Technology,1001+,Product enquiry,8.5,1,0,synthetic_demo
L011551,2026-05-16,Manufacturing,1-50,Bulk order,9.1,5,1,synthetic_demo
L006885,2026-05-16,Construction,51-200,Supplier request,23.44,2,0,synthetic_demo
L006606,2026-05-16,Manufacturing,1-50,Supplier request,21.01,3,0,synthetic_demo
L009426,2026-05-16,Technology,51-200,Price quote,5.19,4,0,synthetic_demo
L006317,2026-05-16,Healthcare,1-50,Product enquiry,17.83,1,0,synthetic_demo
L009495,2026-05-16,Manufacturing,1-50,Bulk order,8.67,1,0,synthetic_demo
L008258,2026-05-16,Manufacturing,51-200,Supplier request,9.28,1,0,synthetic_demo
L010302,2026-05-16,Healthcare,1-50,Price quote,6.56,0,0,synthetic_demo
L003813,2026-05-16,Healthcare,51-200,Supplier request,5.85,4,1,synthetic_demo
L005429,2026-05-16,Construction,51-200,Price quote,18.97,4,0,synthetic_demo
L008797,2026-05-16,Retail,201-1000,Price quote,21.32,0,0,synthetic_demo
L007570,2026-05-16,Construction,201-1000,Price quote,19.14,2,1,synthetic_demo
L000849,2026-05-16,Manufacturing,1-50,Price quote,5.81,6,0,synthetic_demo
L010484,2026-05-16,Healthcare,201-1000,Price quote,9.63,1,0,synthetic_demo
L000308,2026-05-16,Healthcare,201-1000,Price quote,7.14,6,1,synthetic_demo
L007830,2026-05-16,Manufacturing,201-1000,Supplier request,5.06,3,0,synthetic_demo
L000410,2026-05-16,Construction,51-200,Price quote,10.3,2,0,synthetic_demo
L000871,2026-05-16,Technology,1001+,Product enquiry,14.56,2,1,synthetic_demo
L003593,2026-05-16,Technology,51-200,Product enquiry,0.77,0,0,synthetic_demo
L006100,2026-05-16,Manufacturing,51-200,Supplier request,14.91,2,0,synthetic_demo
L011971,2026-05-16,Technology,1001+,Price quote,7.6,2,0,synthetic_demo
L001863,2026-05-16,Construction,51-200,Supplier request,9.79,4,0,synthetic_demo
L011334,2026-05-16,Retail,51-200,Price quote,8.1,1,0,synthetic_demo
L008105,2026-05-16,Technology,201-1000,Price quote,8.26,6,0,synthetic_demo
L008661,2026-05-16,Retail,51-200,Supplier request,9.49,3,0,synthetic_demo
L006636,2026-05-16,Manufacturing,201-1000,Bulk order,24.43,2,0,synthetic_demo
L003679,2026-05-16,Retail,201-1000,Bulk order,11.08,1,1,synthetic_demo
L010011,2026-05-17,Technology,51-200,Product enquiry,11.2,6,0,synthetic_demo
L011288,2026-05-17,Construction,1-50,Price quote,10.14,5,1,synthetic_demo
L011559,2026-05-17,Technology,1-50,Bulk order,24.54,1,0,synthetic_demo
L008216,2026-05-17,Manufacturing,51-200,Bulk order,32.07,2,0,synthetic_demo
L010163,2026-05-17,Retail,1-50,Bulk order,11.13,4,0,synthetic_demo
L011622,2026-05-17,Retail,1-50,Price quote,12.26,2,0,synthetic_demo
L009073,2026-05-17,Technology,201-1000,Supplier request,5.99,0,0,synthetic_demo
L004740,2026-05-17,Healthcare,201-1000,Product enquiry,13.29,3,0,synthetic_demo
L007554,2026-05-17,Manufacturing,1-50,Price quote,16.69,0,0,synthetic_demo
L001532,2026-05-17,Manufacturing,1-50,Product enquiry,16.79,2,0,synthetic_demo
L009169,2026-05-17,Manufacturing,201-1000,Bulk order,14.23,3,0,synthetic_demo
L007699,2026-05-17,Manufacturing,1-50,Product enquiry,11.11,3,0,synthetic_demo
L003996,2026-05-17,Manufacturing,51-200,Supplier request,4.17,2,0,synthetic_demo
L006649,2026-05-17,Construction,1-50,Price quote,11.42,3,0,synthetic_demo
L002066,2026-05-17,Construction,51-200,Product enquiry,7.41,1,0,synthetic_demo
L004144,2026-05-17,Retail,1001+,Product enquiry,6.43,2,0,synthetic_demo
L001150,2026-05-17,Construction,1-50,Product enquiry,36.65,1,0,synthetic_demo
L001430,2026-05-17,Retail,1001+,Bulk order,8.25,2,1,synthetic_demo
L006837,2026-05-17,Manufacturing,1-50,Supplier request,7.05,2,0,synthetic_demo
L003002,2026-05-17,Healthcare,1-50,Bulk order,18.49,3,0,synthetic_demo
L007814,2026-05-17,Manufacturing,1-50,Price quote,5.9,0,0,synthetic_demo
L001296,2026-05-17,Retail,1-50,Bulk order,3.13,8,1,synthetic_demo
L010936,2026-05-17,Manufacturing,51-200,Price quote,5.19,4,0,synthetic_demo
L011846,2026-05-17,Retail,51-200,Price quote,36.45,1,1,synthetic_demo
L005059,2026-05-17,Healthcare,51-200,Product enquiry,10.54,2,0,synthetic_demo
L002785,2026-05-17,Manufacturing,1-50,Bulk order,4.34,0,0,synthetic_demo
L010349,2026-05-17,Retail,1001+,Product enquiry,7.74,3,0,synthetic_demo
L010460,2026-05-17,Healthcare,1001+,Supplier request,1.86,2,0,synthetic_demo
L001614,2026-05-17,Retail,201-1000,Supplier request,7.6,1,0,synthetic_demo
L009590,2026-05-17,Manufacturing,51-200,Bulk order,30.05,1,0,synthetic_demo
L007820,2026-05-17,Retail,1001+,Bulk order,18.8,2,0,synthetic_demo
L003258,2026-05-17,Retail,1-50,Bulk order,6.03,3,0,synthetic_demo
L009267,2026-05-17,Retail,201-1000,Product enquiry,5.02,6,1,synthetic_demo
L009637,2026-05-17,Healthcare,1-50,Product enquiry,18.46,2,0,synthetic_demo
L001545,2026-05-17,Retail,1-50,Product enquiry,3.35,2,0,synthetic_demo
L002265,2026-05-17,Healthcare,201-1000,Bulk order,13.55,2,1,synthetic_demo
L000157,2026-05-17,Retail,201-1000,Price quote,19.19,2,0,synthetic_demo
L008957,2026-05-17,Technology,1-50,Supplier request,13.04,3,0,synthetic_demo
L011857,2026-05-17,Manufacturing,51-200,Supplier request,6.28,1,0,synthetic_demo
L010533,2026-05-17,Retail,201-1000,Product enquiry,2.47,3,0,synthetic_demo
L005789,2026-05-18,Technology,201-1000,Product enquiry,8.92,0,0,synthetic_demo
L005204,2026-05-18,Retail,1-50,Bulk order,5.16,3,1,synthetic_demo
L010336,2026-05-18,Construction,51-200,Price quote,7.39,1,0,synthetic_demo
L000919,2026-05-18,Retail,1-50,Bulk order,15.61,4,0,synthetic_demo
L009314,2026-05-18,Healthcare,1-50,Bulk order,19.9,4,1,synthetic_demo
L003906,2026-05-18,Technology,1-50,Product enquiry,5.82,0,0,synthetic_demo
L011070,2026-05-18,Retail,201-1000,Bulk order,15.14,2,0,synthetic_demo
L005605,2026-05-18,Healthcare,1-50,Bulk order,18.83,1,0,synthetic_demo
L005813,2026-05-18,Technology,51-200,Price quote,8.13,0,0,synthetic_demo
L003955,2026-05-18,Manufacturing,51-200,Product enquiry,14.89,3,0,synthetic_demo
L010132,2026-05-18,Manufacturing,51-200,Supplier request,8.24,3,0,synthetic_demo
L005543,2026-05-18,Healthcare,51-200,Price quote,8.01,3,0,synthetic_demo
L006257,2026-05-18,Technology,51-200,Price quote,4.07,1,0,synthetic_demo
L011226,2026-05-18,Manufacturing,1-50,Price quote,1.94,2,0,synthetic_demo
L001954,2026-05-18,Construction,201-1000,Bulk order,5.05,2,0,synthetic_demo
L000728,2026-05-18,Manufacturing,201-1000,Price quote,19.23,1,0,synthetic_demo
L010327,2026-05-18,Manufacturing,201-1000,Price quote,5.82,2,0,synthetic_demo
L009511,2026-05-18,Healthcare,1001+,Price quote,21.43,3,0,synthetic_demo
L009410,2026-05-18,Healthcare,51-200,Price quote,2.84,0,0,synthetic_demo
L005837,2026-05-18,Construction,1-50,Supplier request,8.26,2,0,synthetic_demo
L009654,2026-05-18,Technology,201-1000,Product enquiry,7.85,3,0,synthetic_demo
L002929,2026-05-18,Retail,51-200,Price quote,0.63,0,0,synthetic_demo
L005642,2026-05-18,Technology,1001+,Bulk order,10.97,4,1,synthetic_demo
L011358,2026-05-18,Construction,51-200,Price quote,6.76,3,0,synthetic_demo
L006734,2026-05-18,Technology,1001+,Product enquiry,2.69,0,0,synthetic_demo
L004162,2026-05-18,Retail,1-50,Bulk order,6.04,1,0,synthetic_demo
L008658,2026-05-18,Healthcare,51-200,Bulk order,9.34,3,0,synthetic_demo
L000074,2026-05-18,Manufacturing,1-50,Price quote,5.55,2,0,synthetic_demo
L008388,2026-05-18,Healthcare,1-50,Supplier request,5.98,1,0,synthetic_demo
L009556,2026-05-18,Manufacturing,201-1000,Bulk order,11.08,3,0,synthetic_demo
L009361,2026-05-18,Retail,1-50,Product enquiry,23.77,2,0,synthetic_demo
L006578,2026-05-18,Technology,1-50,Product enquiry,4.27,3,0,synthetic_demo
L011898,2026-05-18,Manufacturing,1001+,Price quote,18.98,1,0,synthetic_demo
L009779,2026-05-19,Technology,201-1000,Price quote,19.47,3,0,synthetic_demo
L005520,2026-05-19,Healthcare,201-1000,Price quote,4.36,3,0,synthetic_demo
L004042,2026-05-19,Technology,51-200,Price quote,11.5,1,0,synthetic_demo
L006898,2026-05-19,Manufacturing,1001+,Product enquiry,10.39,2,1,synthetic_demo
L001221,2026-05-19,Manufacturing,51-200,Bulk order,8.07,2,1,synthetic_demo
L001211,2026-05-19,Technology,201-1000,Product enquiry,6.08,0,0,synthetic_demo
L001487,2026-05-19,Construction,51-200,Price quote,15.63,3,1,synthetic_demo
L003847,2026-05-19,Technology,51-200,Supplier request,7.63,4,0,synthetic_demo
L001268,2026-05-19,Construction,51-200,Supplier request,4.24,2,0,synthetic_demo
L002706,2026-05-19,Retail,1-50,Price quote,12.99,1,0,synthetic_demo
L006147,2026-05-19,Technology,201-1000,Price quote,0.94,2,0,synthetic_demo
L000717,2026-05-19,Healthcare,51-200,Price quote,11.8,0,0,synthetic_demo
L004867,2026-05-19,Retail,51-200,Price quote,10.24,2,0,synthetic_demo
L004809,2026-05-19,Retail,201-1000,Product enquiry,17.72,1,0,synthetic_demo
L010024,2026-05-19,Construction,1001+,Supplier request,8.07,2,0,synthetic_demo
L009026,2026-05-19,Healthcare,51-200,Bulk order,7.34,1,0,synthetic_demo
L004285,2026-05-19,Construction,201-1000,Bulk order,5.81,1,0,synthetic_demo
L002732,2026-05-19,Retail,1-50,Supplier request,19.12,1,0,synthetic_demo
L005630,2026-05-19,Retail,201-1000,Price quote,5.78,2,0,synthetic_demo
L011958,2026-05-19,Manufacturing,51-200,Price quote,10.13,1,0,synthetic_demo
L003997,2026-05-19,Manufacturing,1001+,Product enquiry,20.1,3,0,synthetic_demo
L007019,2026-05-19,Manufacturing,1-50,Supplier request,20.79,1,0,synthetic_demo
L005052,2026-05-19,Retail,1-50,Product enquiry,7.83,1,0,synthetic_demo
L002039,2026-05-19,Healthcare,201-1000,Bulk order,8.66,4,1,synthetic_demo
L005838,2026-05-19,Healthcare,51-200,Supplier request,3.44,5,0,synthetic_demo
L003352,2026-05-19,Manufacturing,51-200,Product enquiry,9.4,1,0,synthetic_demo
L002521,2026-05-19,Manufacturing,51-200,Price quote,4.25,2,1,synthetic_demo
L009017,2026-05-19,Technology,51-200,Price quote,16.0,3,0,synthetic_demo
L008976,2026-05-19,Manufacturing,201-1000,Bulk order,15.54,0,0,synthetic_demo
L005079,2026-05-19,Retail,201-1000,Product enquiry,8.68,2,0,synthetic_demo
L008587,2026-05-19,Manufacturing,1-50,Supplier request,13.47,1,0,synthetic_demo
L006329,2026-05-19,Retail,1-50,Bulk order,13.69,3,0,synthetic_demo
L004014,2026-05-19,Manufacturing,1-50,Bulk order,11.24,1,0,synthetic_demo
L010769,2026-05-19,Technology,51-200,Price quote,23.66,1,0,synthetic_demo
L008488,2026-05-19,Manufacturing,1-50,Price quote,4.56,4,1,synthetic_demo
L003845,2026-05-19,Construction,1001+,Bulk order,27.57,3,1,synthetic_demo
L003642,2026-05-20,Manufacturing,51-200,Price quote,16.64,2,1,synthetic_demo
L001587,2026-05-20,Retail,51-200,Product enquiry,9.33,3,0,synthetic_demo
L003050,2026-05-20,Manufacturing,1001+,Bulk order,7.79,1,1,synthetic_demo
L000490,2026-05-20,Healthcare,1-50,Product enquiry,10.15,2,0,synthetic_demo
L003026,2026-05-20,Manufacturing,201-1000,Price quote,4.2,3,1,synthetic_demo
L002630,2026-05-20,Manufacturing,51-200,Price quote,4.56,2,0,synthetic_demo
L007988,2026-05-20,Construction,201-1000,Product enquiry,17.96,3,0,synthetic_demo
L005682,2026-05-20,Retail,51-200,Product enquiry,7.53,2,0,synthetic_demo
L010091,2026-05-20,Technology,201-1000,Price quote,12.55,3,1,synthetic_demo
L007507,2026-05-20,Construction,201-1000,Bulk order,7.01,2,0,synthetic_demo
L002131,2026-05-20,Manufacturing,201-1000,Product enquiry,6.31,4,0,synthetic_demo
L011952,2026-05-20,Retail,1-50,Supplier request,8.7,4,0,synthetic_demo
L011367,2026-05-20,Manufacturing,1001+,Bulk order,7.3,0,0,synthetic_demo
L002741,2026-05-20,Manufacturing,51-200,Bulk order,5.02,7,1,synthetic_demo
L000304,2026-05-20,Healthcare,51-200,Product enquiry,3.51,3,0,synthetic_demo
L005648,2026-05-20,Manufacturing,51-200,Price quote,8.98,0,0,synthetic_demo
L010130,2026-05-20,Retail,201-1000,Supplier request,5.73,2,0,synthetic_demo
L008383,2026-05-20,Manufacturing,1-50,Bulk order,6.42,4,1,synthetic_demo
L003087,2026-05-20,Manufacturing,1-50,Price quote,2.42,0,0,synthetic_demo
L001340,2026-05-20,Retail,1-50,Bulk order,19.97,4,0,synthetic_demo
L004114,2026-05-20,Healthcare,1001+,Bulk order,4.73,0,0,synthetic_demo
L003881,2026-05-20,Technology,1-50,Price quote,15.94,3,0,synthetic_demo
L001627,2026-05-20,Retail,201-1000,Bulk order,15.81,2,0,synthetic_demo
L006917,2026-05-20,Retail,51-200,Bulk order,21.83,3,1,synthetic_demo
L004929,2026-05-21,Technology,1-50,Bulk order,26.02,1,0,synthetic_demo
L011804,2026-05-21,Technology,51-200,Product enquiry,1.02,4,1,synthetic_demo
L000979,2026-05-21,Healthcare,1-50,Supplier request,11.65,4,1,synthetic_demo
L002608,2026-05-21,Manufacturing,51-200,Supplier request,7.07,4,0,synthetic_demo
L001683,2026-05-21,Technology,1-50,Supplier request,19.85,1,0,synthetic_demo
L001818,2026-05-21,Retail,201-1000,Price quote,7.52,2,0,synthetic_demo
L000346,2026-05-21,Technology,51-200,Bulk order,7.79,4,0,synthetic_demo
L000270,2026-05-21,Manufacturing,1-50,Supplier request,13.8,2,1,synthetic_demo
L011909,2026-05-21,Retail,51-200,Price quote,10.52,3,0,synthetic_demo
L004737,2026-05-21,Technology,201-1000,Bulk order,16.54,0,0,synthetic_demo
L000096,2026-05-21,Healthcare,51-200,Price quote,26.11,3,0,synthetic_demo
L001677,2026-05-21,Technology,51-200,Price quote,5.5,4,0,synthetic_demo
L008246,2026-05-21,Manufacturing,1-50,Price quote,4.32,4,0,synthetic_demo
L004757,2026-05-21,Retail,1-50,Price quote,14.45,2,0,synthetic_demo
L003665,2026-05-21,Manufacturing,1-50,Bulk order,18.08,2,0,synthetic_demo
L005388,2026-05-21,Manufacturing,201-1000,Product enquiry,13.75,1,1,synthetic_demo
L006663,2026-05-21,Manufacturing,51-200,Price quote,2.36,1,0,synthetic_demo
L002312,2026-05-21,Manufacturing,1-50,Product enquiry,6.15,4,0,synthetic_demo
L011718,2026-05-21,Technology,1001+,Supplier request,5.81,3,0,synthetic_demo
L007692,2026-05-21,Retail,1001+,Price quote,7.33,2,1,synthetic_demo
L000589,2026-05-21,Manufacturing,51-200,Product enquiry,20.16,4,0,synthetic_demo
L011342,2026-05-21,Manufacturing,1-50,Product enquiry,0.76,3,0,synthetic_demo
L001957,2026-05-21,Healthcare,1-50,Supplier request,19.8,2,0,synthetic_demo
L003634,2026-05-21,Retail,1001+,Price quote,7.57,1,0,synthetic_demo
L008829,2026-05-21,Manufacturing,51-200,Bulk order,2.46,4,1,synthetic_demo
L010725,2026-05-21,Construction,1001+,Price quote,5.39,2,0,synthetic_demo
L011754,2026-05-21,Healthcare,51-200,Price quote,3.32,2,0,synthetic_demo
L004391,2026-05-21,Manufacturing,201-1000,Price quote,38.28,3,0,synthetic_demo
L003843,2026-05-21,Technology,51-200,Supplier request,14.6,1,0,synthetic_demo
L004595,2026-05-21,Manufacturing,51-200,Bulk order,15.23,4,1,synthetic_demo
L004658,2026-05-21,Manufacturing,1-50,Bulk order,9.23,4,0,synthetic_demo
L009281,2026-05-21,Construction,51-200,Product enquiry,8.09,1,0,synthetic_demo
L000537,2026-05-21,Healthcare,1-50,Bulk order,14.72,2,0,synthetic_demo
